Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Mikrokosmos,BTS,MAP OF THE SOUL : PERSONA,2KqlAl1Kl5fZvbFgJ0qFB6,0jSccBRnhNU4KtACMQPvco,66,2019-04-12,224225,False,https://open.spotify.com/track/0jSccBRnhNU4KtACMQPvco,0.579,0.858,8,-5.212,1,0.114,0.125,0.0,0.0502,0.475,174.043
Like I Ain't,Tech N9ne,N9NA,396N2x0w8si5Q8WARJA59w,5dqrgmHHBuUzwYKBXJuIm0,59,2019-04-19,222905,True,https://open.spotify.com/track/5dqrgmHHBuUzwYKBXJuIm0,0.97,0.71,4,-5.262,0,0.195,0.393,0.0,0.138,0.777,116.03
FANCY,TWICE,FANCY YOU,3aLpWFejbsdyafODLXRqwF,2qQpFbqqkLOGySgNK8wBXt,69,2019-04-22,213880,False,https://open.spotify.com/track/2qQpFbqqkLOGySgNK8wBXt,0.697,0.874,5,-2.15,0,0.0449,0.0122,0.0,0.627,0.775,132.018
Tonight,Jin,Tonight,4CwQ2ExjGm91njJC8dWWiv,2P6PLe4ojigLUp4CWMkcAI,67,2019-06-05,178806,False,https://open.spotify.com/track/2P6PLe4ojigLUp4CWMkcAI,0.603,0.418,11,-7.431,1,0.0441,0.673,0.0,0.132,0.346,77.457
Dream Glow (BTS World Original Soundtrack) (Pt. 1),"BTS, Charli xcx",Dream Glow (BTS World Original Soundtrack) (Pt. 1),1CnfThuhzI0hf4b6CJd5rq,0GjWvVr7TZzceNwdSDRuXy,57,2019-06-07,187458,False,https://open.spotify.com/track/0GjWvVr7TZzceNwdSDRuXy,0.735,0.74,0,-3.837,0,0.0519,0.0967,0.0,0.101,0.541,141.95
UTOPIA,ATEEZ,TREASURE EP.3 : One To All,4Y8cigF15iNUSV1dhlQqRg,3OnnEFB9kauV7O20nOCWpg,55,2019-06-10,239067,False,https://open.spotify.com/track/3OnnEFB9kauV7O20nOCWpg,0.668,0.685,1,-5.162,0,0.0335,0.00464,0.0,0.342,0.539,116.03
WAVE,ATEEZ,TREASURE EP.3 : One To All,4Y8cigF15iNUSV1dhlQqRg,28xjm4FnnGI4Xnds7VoNSl,58,2019-06-10,203933,False,https://open.spotify.com/track/28xjm4FnnGI4Xnds7VoNSl,0.624,0.86,1,-3.346,1,0.0387,0.0886,1.04e-05,0.123,0.447,99.968
All Night (BTS World Original Soundtrack) (Pt. 3),"BTS, Juice WRLD",All Night (BTS World Original Soundtrack) (Pt. 3),53kVAgb2mQMuvNQrtFrMRN,4sfXQzbYjROMuEgDfJisj3,59,2019-06-21,216874,False,https://open.spotify.com/track/4sfXQzbYjROMuEgDfJisj3,0.726,0.705,5,-4.765,1,0.121,0.194,0.0,0.109,0.634,120.042
UN Village,BAEKHYUN,City Lights - The 1st Mini Album,6AeMj5CMeTXRGhmUuv0LH3,0WSTInLqMrT9po0LAHpZCJ,57,2019-07-10,235509,False,https://open.spotify.com/track/0WSTInLqMrT9po0LAHpZCJ,0.674,0.589,6,-3.806,0,0.112,0.267,0.0,0.312,0.577,83.985
BOOM,NCT DREAM,We Boom - The 3rd Mini Album,31ln9LpD1WyhFlOvDp9YJc,6rcn967QN5JtkPOBDwYIuT,60,2019-07-26,195080,False,https://open.spotify.com/track/6rcn967QN5JtkPOBDwYIuT,0.914,0.516,5,-4.178,0,0.0918,0.131,0.0,0.0441,0.702,119.969
wave,wave to earth,wave,2HaATBraEWlvagFvpHe6wF,2lxZhv9vuzDKIWImiYhDh7,63,2019-08-23,270095,False,https://open.spotify.com/track/2lxZhv9vuzDKIWImiYhDh7,0.274,0.507,5,-8.148,1,0.0269,0.731,0.198,0.139,0.265,103.272
Red Kingdom,Tech N9ne,Red Kingdom,3dWpMOAVUkJCicbyHyFa7L,5buj0D6E7rCRFi3xV9STYo,56,2019-09-11,141715,False,https://open.spotify.com/track/5buj0D6E7rCRFi3xV9STYo,0.804,0.666,9,-5.41,0,0.0646,0.366,0.0,0.106,0.32,100.042
Fear,SEVENTEEN,An Ode,5HlxNTQpJb7buoWIRS4M7T,1SgRnIFTs39lSkQJACYDoY,58,2019-09-16,175213,False,https://open.spotify.com/track/1SgRnIFTs39lSkQJACYDoY,0.581,0.945,7,-2.698,0,0.349,0.16,0.0,0.139,0.703,146.146
THRU THE NIGHT (feat. Bryson Tiller),"Jack Harlow, Bryson Tiller",Confetti,7xfcihbsBamUi6sezd0oOG,1AgSUWSzmza5jF6ER5R68v,60,2019-09-20,128409,True,https://open.spotify.com/track/1AgSUWSzmza5jF6ER5R68v,0.88,0.58,5,-5.032,0,0.0438,0.016,3.83e-06,0.0936,0.754,124.003
ROTTEN (feat. EST Gee),"Jack Harlow, EST Gee",Confetti,7xfcihbsBamUi6sezd0oOG,15jg4vt123axobdGleLugn,49,2019-09-20,190963,True,https://open.spotify.com/track/15jg4vt123axobdGleLugn,0.844,0.54,6,-5.58,0,0.166,0.0144,0.0,0.167,0.133,107.004
Feel Special,TWICE,Feel Special,3NQBPabmRm3LzVcmtkTLfo,3Hz3tTQwOdM6XkA0ALB2G9,66,2019-09-23,206867,False,https://open.spotify.com/track/3Hz3tTQwOdM6XkA0ALB2G9,0.708,0.959,1,-1.338,1,0.0604,0.0296,0.00188,0.107,0.644,128.981
Chicken Noodle Soup (feat. Becky G),"j-hope, Becky G",Chicken Noodle Soup (feat. Becky G),2wwGHSWLwrlXDmi3DEaZ4A,2y6Ty2NPAsP84XJAtzLxuk,63,2019-09-27,235497,False,https://open.spotify.com/track/2y6Ty2NPAsP84XJAtzLxuk,0.827,0.817,2,-4.081,1,0.0953,0.00496,1.19e-05,0.294,0.167,97.008
Jopping,SuperM,SuperM - The 1st Mini Album,1C1qYeSC9RdgbrKXpZCTSJ,5WrEilrRI5cIW0DxMvQYPZ,56,2019-10-04,251293,False,https://open.spotify.com/track/5WrEilrRI5cIW0DxMvQYPZ,0.74,0.835,10,-3.425,0,0.0839,0.0139,0.0,0.857,0.535,123.024
WONDERLAND,ATEEZ,TREASURE EP.FIN : All To Action,4HGhzqQEY1X6WWZw6MhjlO,6k67RdkVjTZj79c1cRz7IQ,61,2019-10-08,199013,False,https://open.spotify.com/track/6k67RdkVjTZj79c1cRz7IQ,0.571,0.964,4,-1.949,0,0.124,0.0503,0.0,0.356,0.519,129.997
Make It Right (feat. Lauv),"BTS, Lauv",Make It Right (feat. Lauv),7EBPKgQ3ITnvdppu5DEcqF,2WH4oy1SYppZrcdgKwSA0j,61,2019-10-18,226321,False,https://open.spotify.com/track/2WH4oy1SYppZrcdgKwSA0j,0.583,0.68,7,-7.809,1,0.422,0.0304,0.0,0.189,0.343,97.568
9 and Three Quarters (Run Away),TOMORROW X TOGETHER,The Dream Chapter: MAGIC,7yDyRk7Wvvw7JM1kqV4tJf,1rqb2FCXVn2HNL1afJEnTr,61,2019-10-21,211867,False,https://open.spotify.com/track/1rqb2FCXVn2HNL1afJEnTr,0.639,0.756,1,-4.42,1,0.0606,0.0055,0.0,0.13,0.531,128.931
Love Talk - English Version,WayV,Love Talk (English Version),60A7gFYvWmaDULmxUWSjyS,2e3cJdJ8xWwydl8JIYlCqB,65,2019-11-05,232150,False,https://open.spotify.com/track/2e3cJdJ8xWwydl8JIYlCqB,0.751,0.719,6,-5.198,0,0.0373,0.142,0.0,0.148,0.437,98.01
HIP,MAMAMOO,reality in BLACK,7CucpzwxAZ6kHmctI9eo4X,24nK8tW7Pt3Inh2utttuoG,64,2019-11-14,195307,False,https://open.spotify.com/track/24nK8tW7Pt3Inh2utttuoG,0.782,0.731,3,-4.581,0,0.143,0.0376,3.15e-05,0.0956,0.824,138.032
light,wave to earth,light,6VjoAVqjK7oWhDPzGYO7F0,1MNHqDjKxhtn7YwLCpm7Nt,71,2019-11-18,225950,False,https://open.spotify.com/track/1MNHqDjKxhtn7YwLCpm7Nt,0.443,0.621,11,-6.901,1,0.0302,0.259,0.0328,0.14,0.722,79.559
Blueming,IU,Love poem,2xEH7SRzJq7LgA0fCtTlxH,4Dr2hJ3EnVh2Aaot6fRwDO,63,2019-11-18,217053,False,https://open.spotify.com/track/4Dr2hJ3EnVh2Aaot6fRwDO,0.819,0.674,0,-3.145,1,0.0587,0.0849,0.0,0.0667,0.682,106.032
Obsession,EXO,OBSESSION – The 6th Album,7uNyF6MKaVHi5TJqIiNobm,7fK0csBoqbcgUuWGV0cpoD,57,2019-11-27,203520,False,https://open.spotify.com/track/7fK0csBoqbcgUuWGV0cpoD,0.704,0.729,7,-3.851,1,0.0624,0.0024,0.0,0.218,0.71,129.992
Dream Girl - Remix,"Ir Sais, Rauw Alejandro",Dream Girl (Remix),0BeosbWOaMfZ5itwYQfw86,099tjv6oy2opbpCOA3nBwX,65,2019-12-06,192452,True,https://open.spotify.com/track/099tjv6oy2opbpCOA3nBwX,0.767,0.643,5,-5.225,1,0.101,0.216,0.000104,0.0806,0.536,169.99
Psycho,Red Velvet,‘The ReVe Festival’ Finale,3rVtm00UfbuzWOewdm4iYM,3CYH422oy1cZNoo0GTG1TK,69,2019-12-23,210560,False,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK,0.664,0.666,8,-2.203,1,0.0446,0.193,0.0,0.0854,0.405,139.987
Answer,ATEEZ,TREASURE EPILOGUE : Action To Answer,3TTkDOcSzRQCvGMT7VmmPE,3IdPtyJHB1WVPM4eCiCAKM,58,2020-01-06,219760,False,https://open.spotify.com/track/3IdPtyJHB1WVPM4eCiCAKM,0.565,0.903,7,-1.918,1,0.0499,0.0746,0.0,0.359,0.54,97.968
Any song,ZICO,Any song,7LYZM7I172wUjIKjCnxuAQ,1iIhGHzzrzqQfuNkFI2qAn,61,2020-01-13,227227,False,https://open.spotify.com/track/1iIhGHzzrzqQfuNkFI2qAn,0.874,0.787,10,-2.416,0,0.129,0.118,0.0,0.11,0.896,108.007
Restless,BIBI,LISTEN 035 Restless,5xDX8Uv4ojXg0ONDEcAMra,4AHNi316rl3KI3hKIsdxZe,53,2020-02-02,267080,False,https://open.spotify.com/track/4AHNi316rl3KI3hKIsdxZe,0.575,0.607,5,-6.897,1,0.0274,0.382,0.000112,0.115,0.298,89.985
DUN DUN,EVERGLOW,reminiscence,0zH0C0fkzAjhSnGKLOuxwX,3ejAkJLWQSEJDqDXxK3efB,62,2020-02-03,192280,False,https://open.spotify.com/track/3ejAkJLWQSEJDqDXxK3efB,0.692,0.881,11,-2.563,0,0.0461,0.0457,4.45e-06,0.146,0.432,103.053
Lily of The Valley,DANIEL,Flower,2M7Shx9AkhvDRs33JZR7wx,4gAIUEY7VkeiKQOPwIYaYb,64,2020-02-14,297591,False,https://open.spotify.com/track/4gAIUEY7VkeiKQOPwIYaYb,0.567,0.391,1,-9.106,1,0.0268,0.74,0.277,0.0645,0.269,123.909
Friends,BTS,MAP OF THE SOUL : 7,5W1XY5ucNATjTULERvXx9j,5RjUtRlDonw3TBgGGMLC5b,61,2020-02-21,199339,False,https://open.spotify.com/track/5RjUtRlDonw3TBgGGMLC5b,0.55,0.747,1,-5.211,1,0.0407,0.0668,0.0,0.0536,0.649,79.979
00:00 (Zero O’Clock),BTS,MAP OF THE SOUL : 7,5W1XY5ucNATjTULERvXx9j,6fqaMyg066xlukvUJWdM2T,64,2020-02-21,250296,False,https://open.spotify.com/track/6fqaMyg066xlukvUJWdM2T,0.56,0.547,1,-6.456,1,0.0675,0.0806,0.0,0.11,0.199,157.962
Black Swan,BTS,MAP OF THE SOUL : 7,5W1XY5ucNATjTULERvXx9j,2EmcTFQ1rM11wp2ztsXTHa,68,2020-02-21,198261,False,https://open.spotify.com/track/2EmcTFQ1rM11wp2ztsXTHa,0.719,0.757,2,-5.167,0,0.0849,0.137,0.0,0.129,0.489,147.024
Filter,BTS,MAP OF THE SOUL : 7,5W1XY5ucNATjTULERvXx9j,4bZZVcgWWMWPBwzTTp642w,67,2020-02-21,180221,False,https://open.spotify.com/track/4bZZVcgWWMWPBwzTTp642w,0.779,0.762,10,-5.188,0,0.0631,0.0224,0.0,0.121,0.859,110.043
UGH!,BTS,MAP OF THE SOUL : 7,5W1XY5ucNATjTULERvXx9j,2QZe2H1f03t5PJWEMg2Mbe,61,2020-02-21,225012,False,https://open.spotify.com/track/2QZe2H1f03t5PJWEMg2Mbe,0.72,0.824,10,-5.086,0,0.128,0.0394,0.0,0.0509,0.333,165.996
ON,BTS,MAP OF THE SOUL : 7,5W1XY5ucNATjTULERvXx9j,0fZRNhPJ4AGmwY7rkpdbqK,68,2020-02-21,246381,False,https://open.spotify.com/track/0fZRNhPJ4AGmwY7rkpdbqK,0.583,0.817,9,-5.146,0,0.099,0.118,0.0,0.338,0.437,105.935
Moon,BTS,MAP OF THE SOUL : 7,5W1XY5ucNATjTULERvXx9j,6KhAXXgDtEEahVzATvFNcn,63,2020-02-21,208590,False,https://open.spotify.com/track/6KhAXXgDtEEahVzATvFNcn,0.704,0.646,6,-6.658,1,0.0596,0.0104,0.0,0.191,0.64,141.87
Inner Child,BTS,MAP OF THE SOUL : 7,5W1XY5ucNATjTULERvXx9j,25MHcbjvSdcfTiFgbKJiZF,61,2020-02-21,233266,False,https://open.spotify.com/track/25MHcbjvSdcfTiFgbKJiZF,0.589,0.696,11,-7.981,1,0.0725,0.017,0.0,0.0808,0.33,134.953
We are Bulletproof : the Eternal,BTS,MAP OF THE SOUL : 7,5W1XY5ucNATjTULERvXx9j,133ocfbXXG4HTk76qgSeUb,63,2020-02-21,261543,False,https://open.spotify.com/track/133ocfbXXG4HTk76qgSeUb,0.522,0.574,9,-5.225,0,0.0317,0.224,0.0,0.108,0.176,84.044
Louder than bombs,BTS,MAP OF THE SOUL : 7,5W1XY5ucNATjTULERvXx9j,4Aw8n6r2vuU0KUo1a2nftp,62,2020-02-21,217404,False,https://open.spotify.com/track/4Aw8n6r2vuU0KUo1a2nftp,0.643,0.667,0,-6.947,0,0.151,0.0432,0.0,0.0904,0.478,145.999
My Time,BTS,MAP OF THE SOUL : 7,5W1XY5ucNATjTULERvXx9j,0YJFlxeHMUr9MxSDQVuQJA,63,2020-02-21,234458,False,https://open.spotify.com/track/0YJFlxeHMUr9MxSDQVuQJA,0.674,0.641,0,-5.139,0,0.0339,0.149,0.0,0.0925,0.664,99.91
WANNABE,ITZY,IT'z ME,7ynKAohxfwPUZzvU8f1p1U,4pspYVQGFHLPEFgQPD1J7e,67,2020-03-09,191242,False,https://open.spotify.com/track/4pspYVQGFHLPEFgQPD1J7e,0.809,0.911,6,-4.41,0,0.0617,0.00795,0.000179,0.181,0.64,122.035
WHATS POPPIN,Jack Harlow,Sweet Action,5mdOzeATZBxOUhx6vk1svk,6EK6MRqtfGPjBXHHQGiVjQ,48,2020-03-12,139741,False,https://open.spotify.com/track/6EK6MRqtfGPjBXHHQGiVjQ,0.922,0.598,11,-6.774,0,0.244,0.0172,0.0,0.251,0.79,144.969
I WANNA SEE SOME ASS (feat. jetsonmade),"Jack Harlow, jetsonmade",Sweet Action,7AaqMMiYMvnMB3RcS8u3EY,2aWVaW1p2kUc5yuKwBmRJi,66,2020-03-13,125302,True,https://open.spotify.com/track/2aWVaW1p2kUc5yuKwBmRJi,0.899,0.691,0,-7.554,1,0.0497,0.18,0.000451,0.135,0.865,107.951
WHATS POPPIN,Jack Harlow,Sweet Action,7AaqMMiYMvnMB3RcS8u3EY,1jaTQ3nqY3oAAYyCTbIvnM,74,2020-03-13,139741,True,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062
MIROH,Stray Kids,SKZ2020,6QIWJVJPPgAA5c4aIb1zCA,3888prAY7qaqRx1vjQZSdI,57,2020-03-18,208667,False,https://open.spotify.com/track/3888prAY7qaqRx1vjQZSdI,0.564,0.976,9,-3.198,1,0.132,0.00946,0.0,0.337,0.449,126.077
My Pace,Stray Kids,SKZ2020,6QIWJVJPPgAA5c4aIb1zCA,4yJUQqcnYkDafFzguSbZAl,58,2020-03-18,190307,False,https://open.spotify.com/track/4yJUQqcnYkDafFzguSbZAl,0.678,0.82,11,-4.278,0,0.243,0.0413,0.0,0.127,0.777,155.128
100 Ways,Jackson Wang,100 Ways,7Di9g9Wr0V8kAgY8irZ3Ha,3bdf03GVNLm9GOhjSFvdd9,57,2020-03-20,168627,False,https://open.spotify.com/track/3bdf03GVNLm9GOhjSFvdd9,0.8,0.783,7,-7.084,1,0.238,0.327,0.0,0.281,0.613,109.954
LION,(G)I-DLE,I trust,57sl8AvqVqm4Fadre0z8FQ,40OyiVO9NtBg9R2Gpwxs3u,59,2020-04-06,210973,False,https://open.spotify.com/track/40OyiVO9NtBg9R2Gpwxs3u,0.741,0.715,4,-5.206,0,0.034,0.0318,0.0,0.121,0.187,109.989
Oh my god,(G)I-DLE,I trust,57sl8AvqVqm4Fadre0z8FQ,2DmRXiyn03tOqKgEJXlaiJ,62,2020-04-06,195867,False,https://open.spotify.com/track/2DmRXiyn03tOqKgEJXlaiJ,0.794,0.762,4,-3.525,0,0.0392,0.0358,1.41e-06,0.191,0.482,109.97
Villain,Stella Jang,STELLA I,1TCX395u7CaSsCLtiwsMAN,5xouIycayHmjZxeuhXPhgX,57,2020-04-07,191000,False,https://open.spotify.com/track/5xouIycayHmjZxeuhXPhgX,0.95,0.406,9,-8.89,0,0.0559,0.664,0.0,0.0932,0.671,108.976
KAZINO,BIBI,KAZINO,1f9cws6SZ0iKoHrcmn39ZY,245onUPHGD1DYuiacxTuW0,58,2020-04-29,185947,False,https://open.spotify.com/track/245onUPHGD1DYuiacxTuW0,0.625,0.686,6,-3.715,0,0.0414,0.139,0.0,0.11,0.263,133.041
eight(Prod.&Feat. SUGA of BTS),"IU, SUGA",eight,5vJNAlQeTf9lsulO1YlmSt,0pYacDCZuRhcrwGUA5nTBe,66,2020-05-06,167573,False,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe,0.676,0.869,1,-1.573,1,0.0423,0.115,0.0,0.132,0.594,120.029
Love me or Leave me,DAY6,The Book of Us : The Demon,6nLZ4KhjJSdxag9cDIFHhJ,4srbKZGPFWK1rqVFS9KDFR,61,2020-05-11,222765,False,https://open.spotify.com/track/4srbKZGPFWK1rqVFS9KDFR,0.618,0.899,6,-3.364,0,0.0328,0.00085,0.0,0.124,0.58,126.012
Can't You See Me?,TOMORROW X TOGETHER,The Dream Chapter: ETERNITY,4jTVGyo4fSSFniFPbfr0bW,2ecGP5xUE5126x6yHa7J6E,57,2020-05-18,201445,False,https://open.spotify.com/track/2ecGP5xUE5126x6yHa7J6E,0.59,0.818,9,-2.988,0,0.0771,0.0584,0.0,0.205,0.664,139.925
Fairy of Shampoo,TOMORROW X TOGETHER,The Dream Chapter: ETERNITY,4jTVGyo4fSSFniFPbfr0bW,5JXpZcc3CeQaC6vAF1iaV5,56,2020-05-18,267099,False,https://open.spotify.com/track/5JXpZcc3CeQaC6vAF1iaV5,0.544,0.796,1,-5.754,1,0.0604,0.313,0.00673,0.42,0.473,105.145
Candy,BAEKHYUN,Delight - The 2nd Mini Album,75sPv82oaDKYjtuuS4l3Vc,6kKC35sKUh2FUx4M0qAL44,57,2020-05-25,227173,False,https://open.spotify.com/track/6kKC35sKUh2FUx4M0qAL44,0.649,0.767,11,-3.838,0,0.0455,0.24,0.0,0.0929,0.608,149.918
fairy of shampoo,dosii,echo,1pA41oXgGGW6ff6N1sZnjN,72eVBUhcdUQusHUhDbfQoQ,57,2020-05-25,212053,False,https://open.spotify.com/track/72eVBUhcdUQusHUhDbfQoQ,0.712,0.727,2,-7.533,0,0.0262,0.0271,0.0512,0.0944,0.823,104.003
MORE & MORE,TWICE,MORE & MORE,5KsduuDNWzt65TaHzmtciv,3omvXShuRPM3zbDpWYqf5g,60,2020-06-01,199653,False,https://open.spotify.com/track/3omvXShuRPM3zbDpWYqf5g,0.739,0.841,5,-4.162,1,0.06,0.0312,0.0,0.173,0.562,106.99
bonfire,wave to earth,wave 0.01,5KcbhgDwjakD3bKt4wYuee,6ZO96viUqhiRQpwxOYdwdE,66,2020-06-02,280274,False,https://open.spotify.com/track/6ZO96viUqhiRQpwxOYdwdE,0.385,0.353,4,-9.316,0,0.0269,0.581,0.000114,0.493,0.129,104.095
bird,wave to earth,wave 0.01,5KcbhgDwjakD3bKt4wYuee,4APpKvbR6sBShQeyJOceI9,57,2020-06-02,216399,False,https://open.spotify.com/track/4APpKvbR6sBShQeyJOceI9,0.59,0.456,3,-6.24,1,0.0252,0.357,9.42e-05,0.0674,0.163,105.972
gold,wave to earth,wave 0.01,5KcbhgDwjakD3bKt4wYuee,6m1q4QZRV88YLeHlX4ySz4,54,2020-06-02,280274,False,https://open.spotify.com/track/6m1q4QZRV88YLeHlX4ySz4,0.527,0.586,5,-6.089,1,0.0465,0.0379,0.00208,0.271,0.49,146.051
purple lake,wave to earth,wave 0.01,5KcbhgDwjakD3bKt4wYuee,2tJe2yqRtg8LYG37YdaOkq,54,2020-06-02,268800,False,https://open.spotify.com/track/2tJe2yqRtg8LYG37YdaOkq,0.443,0.62,4,-5.698,0,0.0595,0.0816,0.161,0.134,0.256,111.473
Still With You,Jung Kook,Still With You,0i3baFZqWSrjjgTWrhKunB,0eFMbKCRw8KByXyWBw8WO7,75,2020-06-05,239906,False,https://open.spotify.com/track/0eFMbKCRw8KByXyWBw8WO7,0.529,0.469,1,-6.967,0,0.0358,0.0899,1.53e-05,0.831,0.344,87.864
Secret Story of the Swan,IZ*ONE,Oneiric Diary,1XuKR0Qguy1b0Vne8hv5Pd,7G6WuVZuTbF6JcnA9wOvsD,61,2020-06-15,192333,False,https://open.spotify.com/track/7G6WuVZuTbF6JcnA9wOvsD,0.703,0.941,7,-0.995,0,0.0808,0.131,0.0,0.319,0.758,102.969
God’s Menu,Stray Kids,GO LIVE,6DWLIzvmiLPAuDWYZqrLQo,4XPXrcpyNr30Km6aPiflJy,71,2020-06-17,167922,False,https://open.spotify.com/track/4XPXrcpyNr30Km6aPiflJy,0.689,0.771,5,-3.618,1,0.0548,0.00776,0.0,0.521,0.482,157.052
Easy,Stray Kids,GO LIVE,6DWLIzvmiLPAuDWYZqrLQo,4s9diT9GXpI7QiysMkoANG,59,2020-06-17,183135,False,https://open.spotify.com/track/4s9diT9GXpI7QiysMkoANG,0.701,0.812,6,-5.175,0,0.0602,0.000219,1.03e-05,0.471,0.388,144.1
Kidult,SEVENTEEN,Heng:garæ,3q6lN3kfsDgGaQUC7kVASH,1kmmKv3L4kGmoPu8aDFOmk,63,2020-06-22,192893,False,https://open.spotify.com/track/1kmmKv3L4kGmoPu8aDFOmk,0.549,0.738,4,-3.646,1,0.0516,0.255,0.0,0.294,0.627,152.002
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow, Tory Lanez, DaBaby, Lil Wayne","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",36jrqYRpGVpJqztuqCii22,2MbdDtCv5LUVjYy9RuGTgC,65,2020-06-24,227478,True,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013
Maria,HWASA,María,5YYY7QCkq3pSw4Hoc1m0D3,0ZeGfEAL5Rl4pd5LZBGuEK,67,2020-06-29,199027,False,https://open.spotify.com/track/0ZeGfEAL5Rl4pd5LZBGuEK,0.658,0.749,9,-2.967,0,0.0634,0.238,2.03e-06,0.272,0.442,128.909
INCEPTION,ATEEZ,ZERO : FEVER Part.1,01IFxHiVOY6uf3vUFVXEoI,7zC6xvBPnIC92K06pMpstY,58,2020-07-29,210813,False,https://open.spotify.com/track/7zC6xvBPnIC92K06pMpstY,0.607,0.886,4,-3.77,0,0.0847,0.108,0.0,0.31,0.616,149.941
THANXX,ATEEZ,ZERO : FEVER Part.1,01IFxHiVOY6uf3vUFVXEoI,0YXpDiXEQlRmVSAFcub7sE,54,2020-07-29,181147,False,https://open.spotify.com/track/0YXpDiXEQlRmVSAFcub7sE,0.604,0.961,4,-1.692,0,0.165,0.0395,0.0,0.242,0.645,164.847
surf.,wave to earth,summer flows 0.02,3NRNR4txhuRLhnQUUlqWXH,1u46ILAiprkFcGkGkMcGOz,54,2020-08-04,229333,False,https://open.spotify.com/track/1u46ILAiprkFcGkGkMcGOz,0.558,0.709,2,-5.322,1,0.0493,0.605,0.00112,0.269,0.4,135.009
ocean floor,wave to earth,summer flows 0.02,3NRNR4txhuRLhnQUUlqWXH,3DbZqVaXg8Yi1VBU44i0ns,57,2020-08-04,241500,False,https://open.spotify.com/track/3DbZqVaXg8Yi1VBU44i0ns,0.556,0.51,11,-9.104,0,0.0384,0.5,0.000665,0.124,0.273,135.963
ride,wave to earth,summer flows 0.02,3NRNR4txhuRLhnQUUlqWXH,67KfktISVA3XHSRqge5JiB,61,2020-08-04,228500,False,https://open.spotify.com/track/67KfktISVA3XHSRqge5JiB,0.496,0.461,7,-6.888,1,0.0265,0.083,0.00153,0.182,0.295,77.95
seasons,wave to earth,summer flows 0.02,3NRNR4txhuRLhnQUUlqWXH,5VBjyOQzqlPNgdRPMM6prF,79,2020-08-04,255999,False,https://open.spotify.com/track/5VBjyOQzqlPNgdRPMM6prF,0.372,0.273,7,-10.629,1,0.0268,0.782,0.0463,0.219,0.165,60.038
Not Shy,ITZY,Not Shy,5NN55LKbjzX16a7Uf8u7Os,1ehags7lQMM1qX94VJkoaf,63,2020-08-17,177728,False,https://open.spotify.com/track/1ehags7lQMM1qX94VJkoaf,0.776,0.911,2,-3.08,0,0.131,0.155,2.59e-06,0.268,0.56,101.027
THE BADDEST,"K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",THE BADDEST,7C8nskYbHG7N0LDrNVvt7x,2V4Fx72svQRxrFvNT1eq5f,62,2020-08-27,162600,False,https://open.spotify.com/track/2V4Fx72svQRxrFvNT1eq5f,0.676,0.857,10,-4.368,0,0.0438,0.0215,0.0,0.254,0.717,149.981
Ice Cream (with Selena Gomez),"BLACKPINK, Selena Gomez",Ice Cream (with Selena Gomez),2VBb4LRcRSACOfJWRUgVZl,2J4P46vCFm1rPkNkp9pZWX,58,2020-08-28,175813,False,https://open.spotify.com/track/2J4P46vCFm1rPkNkp9pZWX,0.79,0.729,9,-3.843,1,0.334,0.0342,9.31e-05,0.0411,0.904,159.989
Criminal,TAEMIN,Never Gonna Dance Again : Act 1 - The 3rd Album,6YfGgOaUnhs0A9brMqjpHf,2KXEE2MsPZLmT38XiyAOpH,56,2020-09-07,211400,False,https://open.spotify.com/track/2KXEE2MsPZLmT38XiyAOpH,0.65,0.867,2,-3.332,1,0.0686,0.0287,0.000166,0.0488,0.161,115.918
Back Door,Stray Kids,IN LIFE,0aERWcI2KYSCM4biUihB9X,0XuepwFJUcKN8T5zTqoP0F,67,2020-09-14,189287,False,https://open.spotify.com/track/0XuepwFJUcKN8T5zTqoP0F,0.82,0.842,7,-3.853,1,0.272,0.157,0.0,0.112,0.653,107.952
LA DI DA,EVERGLOW,-77.82x-78.29,4kMID9cggWEko9mOb1zisI,6mIjJONoUMvGPT9Kzrab3L,60,2020-09-21,210893,False,https://open.spotify.com/track/6mIjJONoUMvGPT9Kzrab3L,0.477,0.85,3,-1.486,0,0.0911,0.00108,0.0,0.0675,0.601,163.845
Tiger Inside,SuperM,Super One -The 1st Album,10fdwvVIpa0raPkZUTILAt,1ADlTU9mFc3oDdD9Vla2Yw,57,2020-09-25,209187,False,https://open.spotify.com/track/1ADlTU9mFc3oDdD9Vla2Yw,0.554,0.932,0,-1.343,1,0.266,0.303,0.0,0.11,0.543,170.21
