Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
How You Like That,BLACKPINK,THE ALBUM,71O60S5gIJSIAhdnrDIh3N,4SFknyjLcyTLJFPKD2m96o,71,2020-10-02,182956,False,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o,0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032
Crazy Over You,BLACKPINK,THE ALBUM,71O60S5gIJSIAhdnrDIh3N,7qq0EOPW4RRlqdvMBmdd73,62,2020-10-02,163946,False,https://open.spotify.com/track/7qq0EOPW4RRlqdvMBmdd73,0.804,0.633,4,-6.186,1,0.0612,0.0371,0.000119,0.102,0.67,115.002
You Never Know,BLACKPINK,THE ALBUM,71O60S5gIJSIAhdnrDIh3N,39kzWAiVPpycdMpr745oPj,57,2020-10-02,231202,False,https://open.spotify.com/track/39kzWAiVPpycdMpr745oPj,0.477,0.435,5,-6.497,1,0.0523,0.237,0.0,0.12,0.322,144.144
Lovesick Girls,BLACKPINK,THE ALBUM,71O60S5gIJSIAhdnrDIh3N,4Ws314Ylb27BVsvlZOy30C,68,2020-10-02,194765,False,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C,0.654,0.707,6,-5.661,1,0.0664,0.00559,0.0,0.0873,0.448,127.97
Bet You Wanna (feat. Cardi B),"BLACKPINK, Cardi B",THE ALBUM,71O60S5gIJSIAhdnrDIh3N,7iAgNZdotu40NwtoIWJHFe,56,2020-10-02,161168,False,https://open.spotify.com/track/7iAgNZdotu40NwtoIWJHFe,0.653,0.662,7,-6.168,1,0.162,0.00465,0.0,0.0626,0.674,111.712
Pretty Savage,BLACKPINK,THE ALBUM,71O60S5gIJSIAhdnrDIh3N,1XnpzbOGptRwfJhZgLbmSr,68,2020-10-02,201122,False,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr,0.701,0.556,9,-7.42,0,0.0414,0.00886,0.000122,0.106,0.333,152.045
Ice Cream (with Selena Gomez),"BLACKPINK, Selena Gomez",THE ALBUM,71O60S5gIJSIAhdnrDIh3N,4JUPEh2DVSXFGExu4Uxevz,62,2020-10-02,177813,False,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz,0.79,0.701,9,-4.81,1,0.365,0.0317,8.06e-05,0.0311,0.91,159.972
Love To Hate Me,BLACKPINK,THE ALBUM,71O60S5gIJSIAhdnrDIh3N,7iKDsPfLT0d5mu2htfMKBZ,61,2020-10-02,171798,False,https://open.spotify.com/track/7iKDsPfLT0d5mu2htfMKBZ,0.686,0.64,8,-5.491,1,0.159,0.0334,0.0,0.0801,0.597,162.225
Tyler Herro,Jack Harlow,Tyler Herro,4Vd7lpztpJdmMt9hrLfXWe,4DuUwzP4ALMqpquHU0ltAB,59,2020-10-22,156498,True,https://open.spotify.com/track/4DuUwzP4ALMqpquHU0ltAB,0.794,0.756,5,-7.16,0,0.136,0.11,0.0,0.247,0.775,123.066
Ghosting,TOMORROW X TOGETHER,minisode1 : Blue Hour,2DDNDdePEx9R0bBwRqahdr,6mS8cd33jFrighnLc0obxQ,55,2020-10-26,223492,False,https://open.spotify.com/track/6mS8cd33jFrighnLc0obxQ,0.413,0.878,9,-4.942,1,0.0694,0.00319,0.000961,0.305,0.694,151.989
Blue Hour,TOMORROW X TOGETHER,minisode1 : Blue Hour,2DDNDdePEx9R0bBwRqahdr,3ObPkJQAgjAhTwYvDhPrAW,64,2020-10-26,209105,False,https://open.spotify.com/track/3ObPkJQAgjAhTwYvDhPrAW,0.71,0.82,3,-4.362,0,0.0836,0.00962,0.0,0.0871,0.746,112.005
I CAN'T STOP ME,TWICE,Eyes Wide Open,33jypnU7WULxPaVrjj4RXH,37ZtpRBkHcaq6hHy0X98zn,68,2020-10-26,205493,False,https://open.spotify.com/track/37ZtpRBkHcaq6hHy0X98zn,0.657,0.88,10,-3.672,0,0.102,0.121,0.0,0.463,0.769,150.084
MORE,"K/DA, Madison Beer, (G)I-DLE, Lexie Liu, Jaira Burns, Seraphine, League of Legends",MORE,23yd1cYlPgl643vE8bb0WD,6juLaduD4STCUDWT0AYun4,64,2020-10-28,217088,False,https://open.spotify.com/track/6juLaduD4STCUDWT0AYun4,0.66,0.787,1,-4.592,0,0.032,0.00257,0.0,0.323,0.199,142.018
VILLAIN,"K/DA, Madison Beer, Kim Petras, League of Legends",ALL OUT,26IdRjba8f8DNa7c0FwfQb,3QSjVPObHxuAJc3E5nrjRn,68,2020-11-06,199125,False,https://open.spotify.com/track/3QSjVPObHxuAJc3E5nrjRn,0.653,0.634,5,-5.875,0,0.0391,0.0232,0.0,0.0908,0.306,160.013
DRUM GO DUM,"K/DA, Wolftyla, Bekuh Boom, Aluna, League of Legends",ALL OUT,26IdRjba8f8DNa7c0FwfQb,2JV5OBqTMW1F6PYOGZJatP,60,2020-11-06,200914,False,https://open.spotify.com/track/2JV5OBqTMW1F6PYOGZJatP,0.608,0.939,11,-4.723,0,0.0579,0.0116,0.0398,0.0656,0.403,175.028
MAGO,GFRIEND,回:Walpurgis Night,6kfPGWOSabPMdO2AoSDeXY,49EywdY1mHFj27OY7U8Y2d,63,2020-11-09,199133,False,https://open.spotify.com/track/49EywdY1mHFj27OY7U8Y2d,0.623,0.824,6,-3.656,0,0.0384,0.00623,0.000933,0.145,0.658,120.035
SO BAD,STAYC,Star To A Young Culture,4PrRd0lIunUEiiE5rbZklR,13KR2yNRDrbKwR3dOKCDl4,55,2020-11-12,212265,False,https://open.spotify.com/track/13KR2yNRDrbKwR3dOKCDl4,0.557,0.906,7,-3.109,0,0.103,0.19,0.0,0.0616,0.616,168.978
Black Mamba,aespa,Black Mamba,3syEYrKIsgxaZMB5t1dVG7,1t2qYCAjUAoGfeFeoBlK51,62,2020-11-17,174933,False,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51,0.52,0.915,2,-2.862,1,0.103,0.0618,0.000946,0.0856,0.5,90.069
Dynamite,BTS,BE,6nYfHQnvkvOTNHnOhDT3sr,5QDLhrAOJJdNAmCTJ8xMyW,78,2020-11-20,199054,False,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044
Dis-ease,BTS,BE,6nYfHQnvkvOTNHnOhDT3sr,0hxeouHqP3qzpTHerA7ha2,59,2020-11-20,239722,False,https://open.spotify.com/track/0hxeouHqP3qzpTHerA7ha2,0.731,0.845,8,-5.352,1,0.132,0.0132,0.0,0.0782,0.484,101.085
Life Goes On,BTS,BE,6nYfHQnvkvOTNHnOhDT3sr,5FVbvttjEvQ8r2BgUcJgNg,72,2020-11-20,207481,False,https://open.spotify.com/track/5FVbvttjEvQ8r2BgUcJgNg,0.566,0.716,1,-5.733,1,0.0424,0.00691,0.0,0.37,0.45,81.068
Telepathy,BTS,BE,6nYfHQnvkvOTNHnOhDT3sr,6Fnvi5QnVkTskSzeRvvQds,62,2020-11-20,202313,False,https://open.spotify.com/track/6Fnvi5QnVkTskSzeRvvQds,0.787,0.669,5,-4.333,0,0.0428,0.00782,0.0,0.123,0.57,104.994
Blue & Grey,BTS,BE,6nYfHQnvkvOTNHnOhDT3sr,7Ki0hse0IfXEcXUlpyECbJ,62,2020-11-20,254950,False,https://open.spotify.com/track/7Ki0hse0IfXEcXUlpyECbJ,0.547,0.605,8,-6.755,1,0.0415,0.42,0.0,0.125,0.364,121.953
Let Me In (20 CUBE),ENHYPEN,BORDER : DAY ONE,3YxF7jTnpdNepWbO42f8lH,4eOcd47wPU3ixxYw0spREl,59,2020-11-30,189859,False,https://open.spotify.com/track/4eOcd47wPU3ixxYw0spREl,0.483,0.795,8,-4.338,0,0.181,0.00258,0.0,0.0912,0.685,171.853
Given-Taken,ENHYPEN,BORDER : DAY ONE,3YxF7jTnpdNepWbO42f8lH,69WpV0U7OMNFGyq8I63dcC,69,2020-11-30,183090,False,https://open.spotify.com/track/69WpV0U7OMNFGyq8I63dcC,0.631,0.649,8,-4.939,0,0.0377,0.17,0.0,0.321,0.459,108.07
10 Months,ENHYPEN,BORDER : DAY ONE,3YxF7jTnpdNepWbO42f8lH,3LcFQsZw01tRvjCNLgSmTv,59,2020-11-30,194220,False,https://open.spotify.com/track/3LcFQsZw01tRvjCNLgSmTv,0.876,0.73,6,-4.276,0,0.0492,0.0345,1.11e-06,0.11,0.709,110.006
Flicker,ENHYPEN,BORDER : DAY ONE,3YxF7jTnpdNepWbO42f8lH,3TgPwLFXV6GEIsDZANHktY,57,2020-11-30,144371,False,https://open.spotify.com/track/3TgPwLFXV6GEIsDZANHktY,0.656,0.761,10,-5.112,0,0.092,0.00647,3.35e-06,0.169,0.549,85.149
Mmmh,KAI,KAI - The 1st Mini Album,6xpxMAUhk8hiDTa5zT7F86,5dntGTbUtmUO239wQ0k3yM,63,2020-11-30,192347,False,https://open.spotify.com/track/5dntGTbUtmUO239wQ0k3yM,0.659,0.718,7,-5.607,0,0.0507,0.202,1.01e-06,0.2,0.297,136.96
Abyss,Jin,Abyss,0vyG4FyBIHURVJjQT0RDvG,40BomFCBuJok3OjxM9oG7e,72,2020-12-03,155108,False,https://open.spotify.com/track/40BomFCBuJok3OjxM9oG7e,0.434,0.506,0,-5.359,1,0.0317,0.535,0.0,0.163,0.346,143.776
pueblo,wave to earth,pueblo,2l2tymGSreBsAXvHywpTU1,1U3LiGbnLaImLILPwefIRN,56,2020-12-03,228500,False,https://open.spotify.com/track/1U3LiGbnLaImLILPwefIRN,0.542,0.672,1,-4.891,1,0.0273,0.124,0.0,0.102,0.674,76.019
Panorama,IZ*ONE,One-reeler / Act IV,3gfl9D7cMW3K87YiMbqsWK,0CnpSTdL9l5vQM4YnzXtyo,63,2020-12-07,222853,False,https://open.spotify.com/track/0CnpSTdL9l5vQM4YnzXtyo,0.726,0.963,9,-1.111,0,0.0916,0.0429,0.00157,0.128,0.769,126.062
Way Out (feat. Big Sean),"Jack Harlow, Big Sean",Way Out (feat. Big Sean),4TEJbgC8t4vVyIhDyxA6DU,6rLi6PyWXu1rPlShuIZpj6,51,2020-12-09,168906,True,https://open.spotify.com/track/6rLi6PyWXu1rPlShuIZpj6,0.945,0.582,11,-8.357,0,0.0719,0.114,0.0,0.103,0.907,108.025
"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track","Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",Thats What They All Say,5g2INX6dnMIJG0xKygXwF3,0ZLuW8uOXdFNWcI40C0OC2,63,2020-12-11,227478,True,https://open.spotify.com/track/0ZLuW8uOXdFNWcI40C0OC2,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013
Already Best Friends (feat. Chris Brown),"Jack Harlow, Chris Brown",Thats What They All Say,5g2INX6dnMIJG0xKygXwF3,4RKJRRd4VJfZWiqQTYsleE,63,2020-12-11,197031,True,https://open.spotify.com/track/4RKJRRd4VJfZWiqQTYsleE,0.873,0.575,10,-7.284,0,0.0702,0.0891,0.0,0.108,0.872,103.005
Face Of My City (feat. Lil Baby),"Jack Harlow, Lil Baby",Thats What They All Say,5g2INX6dnMIJG0xKygXwF3,6MDdceLYec4AxohmorE4vH,53,2020-12-11,123447,True,https://open.spotify.com/track/6MDdceLYec4AxohmorE4vH,0.74,0.566,1,-8.389,0,0.32,0.0034,0.0,0.589,0.342,156.197
Luv Is Dro (feat. Static Major & Bryson Tiller),"Jack Harlow, Static Major, Bryson Tiller",Thats What They All Say,5g2INX6dnMIJG0xKygXwF3,0LcsvJQSFIQo3RjNhPcYqT,58,2020-12-11,177190,True,https://open.spotify.com/track/0LcsvJQSFIQo3RjNhPcYqT,0.727,0.513,6,-8.823,0,0.0524,0.0335,0.0,0.302,0.568,76.211
Route 66 (feat. EST Gee),"Jack Harlow, EST Gee",Thats What They All Say,5g2INX6dnMIJG0xKygXwF3,5faz5WYRJdRDiCa42DSgHR,56,2020-12-11,153360,True,https://open.spotify.com/track/5faz5WYRJdRDiCa42DSgHR,0.914,0.463,6,-10.187,0,0.174,0.038,0.0,0.0833,0.532,144.039
Way Out (feat. Big Sean),"Jack Harlow, Big Sean",Thats What They All Say,5g2INX6dnMIJG0xKygXwF3,57VeLYXrvNxe8Vs18K2M9W,59,2020-12-11,168906,True,https://open.spotify.com/track/57VeLYXrvNxe8Vs18K2M9W,0.945,0.582,11,-8.357,0,0.0719,0.114,0.0,0.103,0.907,108.025
Tyler Herro,Jack Harlow,Thats What They All Say,5g2INX6dnMIJG0xKygXwF3,3w1WjD2zJqjBjDz5fwqQPJ,68,2020-12-11,156578,True,https://open.spotify.com/track/3w1WjD2zJqjBjDz5fwqQPJ,0.792,0.793,5,-6.185,0,0.0841,0.0872,0.0,0.22,0.775,123.031
CRY FOR ME,TWICE,CRY FOR ME,2aRAPmBCEdo9pWimsI5l87,2xtP8RNbo2BEMzLX7tK7aq,63,2020-12-18,204168,False,https://open.spotify.com/track/2xtP8RNbo2BEMzLX7tK7aq,0.702,0.692,10,-5.405,1,0.0539,0.0542,0.0,0.0877,0.419,144.896
HWAA,(G)I-DLE,I burn,3ma5amx5s3l1NKoWNHaMYe,5FiXhM80sP4yg6tEnHkZZn,59,2021-01-11,197320,False,https://open.spotify.com/track/5FiXhM80sP4yg6tEnHkZZn,0.384,0.868,6,-3.226,0,0.0711,0.0458,5.82e-06,0.0797,0.233,95.027
Fireworks (I'm The One),ATEEZ,ZERO : FEVER Part.2,1JMc8IZ1Jbax6m5OvswmAB,0rNLaGUleZ91DXMxmZNq5v,58,2021-03-01,209575,False,https://open.spotify.com/track/0rNLaGUleZ91DXMxmZNq5v,0.724,0.904,0,-3.815,1,0.0872,0.0419,4.79e-06,0.163,0.728,130.036
On The Ground,ROSÉ,R,5BQcoDfcZ8aBcikYX9B7Ob,2pn8dNVSpYnAtlKFC8Q0DJ,68,2021-03-12,168086,False,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ,0.311,0.607,1,-6.578,1,0.11,0.0174,0.0,0.131,0.286,188.7
Gone,ROSÉ,R,5BQcoDfcZ8aBcikYX9B7Ob,2dHoVW9AxJVSRebPRyV2aA,67,2021-03-12,207164,False,https://open.spotify.com/track/2dHoVW9AxJVSRebPRyV2aA,0.647,0.377,6,-6.003,1,0.0375,0.594,0.0,0.0768,0.653,79.936
After School,Weeekly,We play,4kU6DFVgZKoDYQPZk1OZp9,52CBUrIdyf8tbZaUY9iawE,62,2021-03-17,205373,False,https://open.spotify.com/track/52CBUrIdyf8tbZaUY9iawE,0.634,0.928,1,-1.609,1,0.0514,0.00719,2.55e-06,0.0626,0.738,164.007
LILAC,IU,IU 5th Album 'LILAC',01dPJcwyht77brL4JQiR8R,5xrtzzzikpG3BLbo4q1Yul,65,2021-03-25,214253,False,https://open.spotify.com/track/5xrtzzzikpG3BLbo4q1Yul,0.738,0.89,2,-2.275,0,0.0748,0.0895,1.89e-06,0.213,0.75,114.942
Celebrity,IU,IU 5th Album 'LILAC',01dPJcwyht77brL4JQiR8R,5nCwjUUsmBuNZKn9Xu10Os,61,2021-03-25,195547,False,https://open.spotify.com/track/5nCwjUUsmBuNZKn9Xu10Os,0.73,0.784,9,-2.62,1,0.0691,0.191,0.0,0.0956,0.673,99.995
LMLY,Jackson Wang,LMLY,34AzRj375jbSNqI8TfMogd,3kPoV6L9vXpbxoM4Ux0KnX,59,2021-03-26,209999,False,https://open.spotify.com/track/3kPoV6L9vXpbxoM4Ux0KnX,0.727,0.74,8,-6.566,1,0.0317,0.051,0.0,0.12,0.726,139.918
Cry For Love,BAEKHYUN,Bambi - The 3rd Mini Album,5xOx4mWABbTj0qWyZC4q1p,4QqROKO0RtV5CvxE7g90uw,59,2021-03-30,210893,False,https://open.spotify.com/track/4QqROKO0RtV5CvxE7g90uw,0.706,0.692,1,-4.084,0,0.0483,0.338,0.0,0.113,0.526,136.078
Bambi,BAEKHYUN,Bambi - The 3rd Mini Album,5xOx4mWABbTj0qWyZC4q1p,60VaORSJ5x1D4ZPSc0g2En,59,2021-03-30,213053,False,https://open.spotify.com/track/60VaORSJ5x1D4ZPSc0g2En,0.438,0.632,7,-4.447,0,0.0417,0.434,0.0,0.214,0.386,61.45
ASAP,STAYC,STAYDOM,71hjsg660uio3Z8bnbB6fS,5BXr7hYZQOeRttkeWYTq5S,61,2021-04-08,194080,False,https://open.spotify.com/track/5BXr7hYZQOeRttkeWYTq5S,0.764,0.802,0,-4.217,1,0.0351,0.102,0.0,0.189,0.323,132.02
Mixed Up,ENHYPEN,BORDER : CARNIVAL,4LGYBcRsteiXjcPD4QQvxv,6S0By3u06ttb3kU2XEtWnw,57,2021-04-26,183260,False,https://open.spotify.com/track/6S0By3u06ttb3kU2XEtWnw,0.623,0.9,8,-3.944,0,0.236,0.0486,0.0,0.266,0.773,156.889
Not For Sale,ENHYPEN,BORDER : CARNIVAL,4LGYBcRsteiXjcPD4QQvxv,3dG1jxbfBIZvzyFwAcsmS0,59,2021-04-26,181196,False,https://open.spotify.com/track/3dG1jxbfBIZvzyFwAcsmS0,0.583,0.589,2,-6.621,1,0.203,0.0612,0.0,0.108,0.56,192.13
FEVER,ENHYPEN,BORDER : CARNIVAL,4LGYBcRsteiXjcPD4QQvxv,0UzymivvUH5s8z4PeWZJaK,71,2021-04-26,172107,False,https://open.spotify.com/track/0UzymivvUH5s8z4PeWZJaK,0.6,0.713,6,-5.079,0,0.0592,0.0642,0.0,0.142,0.471,72.999
Drunk-Dazed,ENHYPEN,BORDER : CARNIVAL,4LGYBcRsteiXjcPD4QQvxv,1wcr8DjnN59Awev8nnKpQ4,71,2021-04-26,193260,False,https://open.spotify.com/track/1wcr8DjnN59Awev8nnKpQ4,0.599,0.869,5,-5.174,0,0.0618,0.000707,0.0,0.0911,0.453,132.889
In the morning,ITZY,GUESS WHO,4lS8nhX8cplsYPzKjvhw6G,1Wcr8zrKqbUX0zwN8Dbr16,61,2021-04-30,172373,False,https://open.spotify.com/track/1Wcr8zrKqbUX0zwN8Dbr16,0.846,0.814,6,-4.685,0,0.149,0.0823,0.00094,0.13,0.722,140.055
Hot Sauce,NCT DREAM,Hot Sauce - The 1st Album,1miTgxRTUje9Jqml1aOSUi,6B8MM3PVQtUbZLay7tP7er,61,2021-05-10,195813,False,https://open.spotify.com/track/6B8MM3PVQtUbZLay7tP7er,0.769,0.926,6,-1.627,1,0.0788,0.0127,0.0,0.285,0.551,100.034
daisy.,wave to earth,daisy.,06LUoqFf4VRz193j5GBToN,6vBr2tIHZKaMTpK7r99O3g,64,2021-05-13,218500,False,https://open.spotify.com/track/6vBr2tIHZKaMTpK7r99O3g,0.443,0.577,6,-5.602,0,0.0322,0.361,8.44e-06,0.309,0.656,202.057
Next Level,aespa,Next Level,2CzbrboOLzeRoaaH1N5K0N,2zrhoHlFKxFTRF5aMyxMoQ,70,2021-05-17,221573,False,https://open.spotify.com/track/2zrhoHlFKxFTRF5aMyxMoQ,0.82,0.852,11,-2.567,0,0.166,0.488,5.94e-06,0.0907,0.82,109.036
Advice,TAEMIN,Advice - The 3rd Mini Album,0kNUDDHwjpemplDqSZ72Ct,4rOODw637hsmsq0uzT0DN3,58,2021-05-18,191640,False,https://open.spotify.com/track/4rOODw637hsmsq0uzT0DN3,0.659,0.821,9,-2.215,0,0.0468,0.406,0.0,0.114,0.353,161.983
No Rules,TOMORROW X TOGETHER,The Chaos Chapter: FREEZE,5Zdr9vactwnJH4Vpe9Mid9,1lb61ya67YS87CtjYN0bil,56,2021-05-31,186076,False,https://open.spotify.com/track/1lb61ya67YS87CtjYN0bil,0.747,0.736,5,-4.636,0,0.0544,0.00158,3.3e-05,0.214,0.703,120.03
Anti-Romantic,TOMORROW X TOGETHER,The Chaos Chapter: FREEZE,5Zdr9vactwnJH4Vpe9Mid9,44tTqUi3xi7E28QLzHVdUA,61,2021-05-31,215188,False,https://open.spotify.com/track/44tTqUi3xi7E28QLzHVdUA,0.641,0.489,0,-8.668,0,0.11,0.0509,0.0,0.071,0.206,142.977
0X1=LOVESONG (I Know I Love You) feat. Seori,"TOMORROW X TOGETHER, Seori",The Chaos Chapter: FREEZE,5Zdr9vactwnJH4Vpe9Mid9,1Z8TPHiKeCUyClxV6WTTIf,67,2021-05-31,202204,False,https://open.spotify.com/track/1Z8TPHiKeCUyClxV6WTTIf,0.584,0.836,0,-4.925,1,0.079,0.0558,0.0,0.0663,0.484,104.973
Butter,BTS,"Butter (Hotter, Sweeter, Cooler)",0PBQ3Cp6NG8WX0G9KQVNMP,1mWdTewIgB3gtBM3TOSFhB,65,2021-06-04,164442,False,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997
Alcohol-Free,TWICE,Taste of Love,00vb6sViDbJLmLLchfbRh4,0BTaaKT4RMbs5M73tOHX5Y,63,2021-06-11,210573,False,https://open.spotify.com/track/0BTaaKT4RMbs5M73tOHX5Y,0.688,0.909,8,-1.992,1,0.0624,0.0474,1.35e-06,0.0674,0.702,97.097
Ready to love,SEVENTEEN,SEVENTEEN 8th Mini Album 'Your Choice',79VvXTQNeLr8KmvcdxN0Pc,2FymmKBuog0loCuNXMwQID,60,2021-06-18,186760,False,https://open.spotify.com/track/2FymmKBuog0loCuNXMwQID,0.668,0.705,9,-5.731,0,0.0356,0.0274,0.0,0.215,0.549,129.984
Permission to Dance,BTS,Permission to Dance,5ExDI42RCtISkQXAgv8dtZ,3XYRV7ZSHqIRDG87DKTtry,71,2021-07-23,187585,False,https://open.spotify.com/track/3XYRV7ZSHqIRDG87DKTtry,0.702,0.741,9,-5.33,1,0.0427,0.00544,0.0,0.337,0.646,124.925
I'm Gonna Love You,"D.O., Wonstein",공감 (Empathy) - The 1st Mini Album,4dqWy2Soq1Z1rqgKfXOATk,1jxGBe4s8FwL2ZeNWszVuu,64,2021-07-26,151733,False,https://open.spotify.com/track/1jxGBe4s8FwL2ZeNWszVuu,0.519,0.445,0,-5.452,0,0.206,0.434,0.0,0.258,0.505,200.021
SUVs (Black on Black),"Jack Harlow, Pooh Shiesty",SUVs (Black on Black),4K3SQSfKMXLcVnyUSFELZw,1MIGkQxcdAt2lDx6ySpsc5,59,2021-08-03,157675,True,https://open.spotify.com/track/1MIGkQxcdAt2lDx6ySpsc5,0.801,0.688,1,-4.594,1,0.396,0.144,0.0,0.107,0.5,162.928
Queendom,Red Velvet,Queendom - The 6th Mini Album,6Pe5LGQgU3mmvuRjFMsACV,6SpPr7K4YQ2wp8jU6uOTmQ,62,2021-08-16,181760,False,https://open.spotify.com/track/6SpPr7K4YQ2wp8jU6uOTmQ,0.695,0.896,5,-1.24,1,0.0847,0.179,0.0,0.0626,0.508,119.959
LO$ER=LO♡ER,TOMORROW X TOGETHER,The Chaos Chapter: FIGHT OR ESCAPE,2CjIfWoFITACUOlWGB7os5,21aOLk12MksET8AsbU0SI6,66,2021-08-17,199919,False,https://open.spotify.com/track/21aOLk12MksET8AsbU0SI6,0.644,0.867,11,-4.18,0,0.0383,0.001,0.0,0.105,0.687,124.997
DOMINO,Stray Kids,NOEASY,558tpdCejjVQNFAumRAeQj,6Ib6RkvLBMD85bov85apSL,63,2021-08-23,198720,False,https://open.spotify.com/track/6Ib6RkvLBMD85bov85apSL,0.687,0.866,7,-2.01,1,0.0466,0.0301,0.0,0.0755,0.696,160.066
"Red Lights (Bang Chan, Hyunjin)",Stray Kids,NOEASY,558tpdCejjVQNFAumRAeQj,0LatE4S9UtCDwIdGQsFFKL,68,2021-08-23,189907,False,https://open.spotify.com/track/0LatE4S9UtCDwIdGQsFFKL,0.707,0.74,11,-4.311,0,0.0509,0.179,0.0,0.612,0.336,127.974
WOLFGANG,Stray Kids,NOEASY,558tpdCejjVQNFAumRAeQj,0aWEt5aMfU2zYxE1tg2efw,55,2021-08-23,190865,False,https://open.spotify.com/track/0aWEt5aMfU2zYxE1tg2efw,0.524,0.848,2,-3.48,0,0.122,0.0535,0.0,0.0786,0.135,161.672
Silent Cry,Stray Kids,NOEASY,558tpdCejjVQNFAumRAeQj,5kBJH5gU89axZDauhfddpy,59,2021-08-23,209507,False,https://open.spotify.com/track/5kBJH5gU89axZDauhfddpy,0.69,0.876,5,-2.503,0,0.091,0.139,0.0,0.281,0.592,104.0
CHEESE,Stray Kids,NOEASY,558tpdCejjVQNFAumRAeQj,7qpSatdWQcRHA3hpedL2u4,61,2021-08-23,182080,False,https://open.spotify.com/track/7qpSatdWQcRHA3hpedL2u4,0.376,0.946,2,-2.388,1,0.268,0.0302,0.0,0.147,0.581,89.657
Secret Secret,Stray Kids,NOEASY,558tpdCejjVQNFAumRAeQj,1pLJ9T4v4p68otzCDonbc6,56,2021-08-23,209987,False,https://open.spotify.com/track/1pLJ9T4v4p68otzCDonbc6,0.642,0.743,0,-4.649,1,0.0643,0.222,0.0,0.286,0.37,73.969
Thunderous,Stray Kids,NOEASY,558tpdCejjVQNFAumRAeQj,0nwTMzpatarzvLvtwwzdCt,68,2021-08-23,183267,False,https://open.spotify.com/track/0nwTMzpatarzvLvtwwzdCt,0.601,0.786,1,-3.706,1,0.234,0.213,0.0,0.209,0.79,172.156
Butter (Megan Thee Stallion Remix),"BTS, Megan Thee Stallion",Butter (Megan Thee Stallion Remix),0ze8IhE4fLLfu5lET12g5v,474VqnPDr0251lsQBB8sQB,58,2021-08-27,164457,False,https://open.spotify.com/track/474VqnPDr0251lsQBB8sQB,0.739,0.588,8,-4.971,1,0.136,0.00308,0.0,0.109,0.774,109.958
STEREOTYPE,STAYC,STEREOTYPE,7HGjNJBj1NQGNwCzFD2LHj,2bZIDMpzVooosmPHn0tHnd,59,2021-09-06,191696,False,https://open.spotify.com/track/2bZIDMpzVooosmPHn0tHnd,0.605,0.805,6,-3.212,1,0.0641,0.313,0.0,0.659,0.738,148.298
H.S.K.T. (feat. Wonstein),"LeeHi, Wonstein",4 ONLY,1DKgZeAYrjslAPZVMe6EFt,39382sUtIOwIXftX0i76do,57,2021-09-09,204453,False,https://open.spotify.com/track/39382sUtIOwIXftX0i76do,0.756,0.672,9,-5.711,0,0.0373,0.252,0.000341,0.117,0.327,113.975
LALISA,LISA,LALISA,66OYt73mqan1hWa78BhfPd,7uQZVznj0uQOGC9KhV2Mg6,68,2021-09-10,200690,False,https://open.spotify.com/track/7uQZVznj0uQOGC9KhV2Mg6,0.806,0.653,8,-6.283,1,0.0902,0.0282,0.000784,0.107,0.85,150.058
MONEY,LISA,LALISA,66OYt73mqan1hWa78BhfPd,7hU3IHwjX150XLoTVmjD0q,72,2021-09-10,168228,True,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q,0.831,0.554,1,-9.998,0,0.218,0.161,6.12e-05,0.152,0.396,140.026
Deja Vu,ATEEZ,ZERO : FEVER Part.3,5ozaWoYQScjFzGODcJmy3G,3zmrdOtnOogqLllz26WLZ3,62,2021-09-13,196670,False,https://open.spotify.com/track/3zmrdOtnOogqLllz26WLZ3,0.692,0.835,6,-4.978,0,0.0628,0.0517,0.0,0.134,0.566,80.017
LOCO,ITZY,CRAZY IN LOVE,4U7rGOkJgtxs27H9L93Xli,56Yxkm62GtEpnPyG7TvwLY,66,2021-09-24,191462,False,https://open.spotify.com/track/56Yxkm62GtEpnPyG7TvwLY,0.759,0.886,1,-3.067,1,0.187,0.0103,2.04e-05,0.342,0.489,102.065
